order_id,date,hour,member_id,restaurant_id,total_order
14507,3/13/20,06:00.0,85,1,87.25
14508,3/13/20,06:00.0,110,27,126.1
14509,3/13/20,09:00.0,151,18,95.48
14510,3/13/20,10:00.0,61,26,139.46
14511,3/13/20,10:00.0,28,22,124.13
14512,3/13/20,13:00.0,196,29,122.1
14513,3/13/20,14:00.0,29,13,50.87
14514,3/13/20,17:00.0,163,17,53.43
14515,3/13/20,18:00.0,63,18,216.52
14516,3/13/20,18:00.0,81,28,33.92
14517,3/13/20,18:00.0,135,26,174.41
14518,3/13/20,19:00.0,36,14,67.97
14519,3/13/20,25:00.0,20,7,98.41
14520,3/13/20,33:00.0,197,12,23.07
14521,3/13/20,34:00.0,140,29,109.15
14522,3/13/20,35:00.0,94,2,72.88
14523,3/13/20,36:00.0,114,16,153.62
14524,3/13/20,36:00.0,79,17,214.69
14525,3/13/20,37:00.0,121,3,0
14526,3/13/20,40:00.0,109,17,98.36
14527,3/13/20,41:00.0,171,12,171.8
14528,3/13/20,41:00.0,173,17,23.8
14529,3/13/20,41:00.0,20,4,151.81
14530,3/13/20,42:00.0,8,7,42.91
14531,3/13/20,42:00.0,160,14,27.42
14532,3/13/20,45:00.0,184,17,0
14533,3/13/20,52:00.0,29,22,31.27
14534,3/13/20,56:00.0,139,6,23.41
14535,3/13/20,56:00.0,114,7,40.05
14536,3/13/20,01:00.0,181,5,32.18
14537,3/13/20,07:00.0,171,21,223.31
14538,3/13/20,08:00.0,76,29,40.45
14539,3/13/20,16:00.0,12,10,0
14540,3/13/20,17:00.0,130,6,107.56
14541,3/13/20,18:00.0,31,17,29.02
14542,3/13/20,20:00.0,195,1,71.89
14543,3/13/20,20:00.0,136,5,103.35
14544,3/13/20,20:00.0,91,10,171.15
14545,3/13/20,21:00.0,153,6,0
14546,3/13/20,23:00.0,72,14,85.46
14547,3/13/20,25:00.0,169,26,20.5
14548,3/13/20,29:00.0,118,24,200.39
14549,3/13/20,30:00.0,34,18,0
14550,3/13/20,36:00.0,42,6,165.56
14551,3/13/20,39:00.0,196,6,152.37
14552,3/13/20,39:00.0,114,29,250.63
14553,3/13/20,39:00.0,106,27,0
14554,3/13/20,40:00.0,87,5,117.42
14555,3/13/20,40:00.0,44,6,45.2
14556,3/13/20,41:00.0,39,26,168.7
14557,3/13/20,43:00.0,132,23,116.67
14558,3/13/20,45:00.0,64,14,179.03
14559,3/13/20,47:00.0,182,14,0
14560,3/13/20,55:00.0,106,19,71.03
14561,3/13/20,58:00.0,195,17,53.43
14562,3/13/20,03:00.0,115,19,69.41
14563,3/13/20,05:00.0,160,18,46.06
14564,3/13/20,05:00.0,53,17,44.93
14565,3/13/20,09:00.0,183,12,101.05
14566,3/13/20,09:00.0,24,1,39.81
14567,3/13/20,16:00.0,194,22,160.09
14568,3/13/20,21:00.0,124,19,31.92
14569,3/13/20,22:00.0,153,2,45.35
14570,3/13/20,23:00.0,166,16,51.18
14571,3/13/20,30:00.0,134,18,41
14572,3/13/20,31:00.0,173,4,147.42
14573,3/13/20,33:00.0,26,29,144.22
14574,3/13/20,34:00.0,140,9,131.99
14575,3/13/20,35:00.0,14,18,25.1
14576,3/13/20,38:00.0,48,19,33.84
14577,3/13/20,39:00.0,5,5,0
14578,3/13/20,39:00.0,47,18,155.78
14579,3/13/20,45:00.0,148,25,39.21
14580,3/13/20,45:00.0,60,14,142.7
14581,3/13/20,47:00.0,1,10,119.8
14582,3/13/20,50:00.0,37,22,128.54
14583,3/13/20,51:00.0,83,6,114.1
14584,3/13/20,56:00.0,163,14,0
14585,3/13/20,56:00.0,11,19,88.32
14586,3/13/20,59:00.0,199,19,64.9
14587,3/13/20,12:00.0,54,2,43.51
14588,3/13/20,19:00.0,17,30,96.66
14589,3/13/20,21:00.0,104,28,65.41
14590,3/13/20,29:00.0,52,29,40.45
14591,3/13/20,38:00.0,178,11,263.61
14592,3/13/20,48:00.0,16,13,0
14593,3/13/20,52:00.0,165,26,104.77
14594,3/13/20,09:00.0,87,10,148.04
14595,3/13/20,16:00.0,1,9,82.49
14596,3/13/20,36:00.0,37,30,143.02
14597,3/13/20,41:00.0,39,6,0
14598,3/13/20,46:00.0,67,22,215.11
14599,3/13/20,50:00.0,11,16,125.55
14600,3/13/20,52:00.0,55,23,66.05
14601,3/13/20,59:00.0,159,25,134.35
14602,3/14/20,04:00.0,30,6,131.78
14603,3/14/20,06:00.0,14,16,161.36
14604,3/14/20,07:00.0,157,14,152.13
14605,3/14/20,11:00.0,160,20,135.62
14606,3/14/20,12:00.0,131,17,53.43
14607,3/14/20,15:00.0,198,9,0
14608,3/14/20,21:00.0,68,9,38.71
14609,3/14/20,22:00.0,26,9,114.29
14610,3/14/20,24:00.0,190,17,102.67
14611,3/14/20,25:00.0,36,28,0
14612,3/14/20,31:00.0,74,22,59.68
14613,3/14/20,34:00.0,109,14,64.88
14614,3/14/20,34:00.0,44,6,50.3
14615,3/14/20,42:00.0,35,3,91.06
14616,3/14/20,45:00.0,182,3,94.59
14617,3/14/20,46:00.0,187,4,184.34
14618,3/14/20,51:00.0,27,12,68.15
14619,3/14/20,51:00.0,101,21,118.14
14620,3/14/20,54:00.0,68,14,93.83
14621,3/14/20,57:00.0,100,7,186.22
14622,3/14/20,58:00.0,66,10,183
14623,3/14/20,00:00.0,115,5,84.43
14624,3/14/20,04:00.0,85,20,222.62
14625,3/14/20,05:00.0,104,9,78.66
14626,3/14/20,07:00.0,183,19,184.23
14627,3/14/20,10:00.0,156,29,0
14628,3/14/20,11:00.0,8,17,118.12
14629,3/14/20,13:00.0,187,19,106.28
14630,3/14/20,17:00.0,100,20,56.46
14631,3/14/20,25:00.0,158,6,106.72
14632,3/14/20,29:00.0,92,28,162.19
14633,3/14/20,31:00.0,190,29,65.33
14634,3/14/20,33:00.0,80,4,162.26
14635,3/14/20,33:00.0,65,2,0
14636,3/14/20,37:00.0,13,16,111.43
14637,3/14/20,42:00.0,135,30,226.67
14638,3/14/20,43:00.0,55,4,146.81
14639,3/14/20,44:00.0,42,24,40.37
14640,3/14/20,45:00.0,64,17,177.38
14641,3/14/20,47:00.0,181,26,20.5
14642,3/14/20,47:00.0,113,18,84.64
14643,3/14/20,53:00.0,3,17,98.36
14644,3/14/20,55:00.0,51,29,129.1
14645,3/14/20,56:00.0,54,17,0
14646,3/14/20,57:00.0,199,25,103.51
14647,3/14/20,58:00.0,14,4,163.12
14648,3/14/20,59:00.0,193,4,32.75
14649,3/14/20,00:00.0,167,25,68.54
14650,3/14/20,11:00.0,36,4,0
14651,3/14/20,12:00.0,2,18,151.92
14652,3/14/20,15:00.0,152,27,79.51
14653,3/14/20,15:00.0,105,13,52.28
14654,3/14/20,16:00.0,176,9,88.21
14655,3/14/20,17:00.0,145,13,163.74
14656,3/14/20,18:00.0,131,21,0
14657,3/14/20,18:00.0,144,28,101.4
14658,3/14/20,18:00.0,13,10,0
14659,3/14/20,18:00.0,82,25,0
14660,3/14/20,19:00.0,92,17,47.03
14661,3/14/20,25:00.0,42,19,146.99
14662,3/14/20,32:00.0,149,7,63.62
14663,3/14/20,34:00.0,16,2,26.12
14664,3/14/20,34:00.0,183,8,117.77
14665,3/14/20,36:00.0,88,11,123.29
14666,3/14/20,39:00.0,67,18,80.24
14667,3/14/20,39:00.0,110,19,92.18
14668,3/14/20,48:00.0,73,21,156.09
14669,3/14/20,50:00.0,97,7,58.8
14670,3/14/20,52:00.0,98,5,33.01
14671,3/14/20,56:00.0,134,5,57.18
14672,3/14/20,56:00.0,35,26,156.31
14673,3/14/20,57:00.0,15,19,77.25
14674,3/14/20,13:00.0,129,3,46.03
14675,3/14/20,55:00.0,86,15,0
14676,3/14/20,07:00.0,58,11,185.14
14677,3/14/20,14:00.0,115,15,94.37
14678,3/14/20,19:00.0,157,29,201.2
14679,3/14/20,34:00.0,23,26,145.49
14680,3/14/20,54:00.0,126,26,79.76
14681,3/14/20,17:00.0,160,2,34.4
14682,3/14/20,36:00.0,16,17,0
14683,3/14/20,48:00.0,17,7,76.32
14684,3/14/20,52:00.0,156,26,47.86
14685,3/14/20,53:00.0,144,29,112.79
14686,3/14/20,11:00.0,145,2,124.15
14687,3/14/20,20:00.0,179,14,174.24
14688,3/14/20,21:00.0,74,24,131.68
14689,3/14/20,44:00.0,41,2,0
14690,3/14/20,57:00.0,157,20,290.4
14691,3/14/20,59:00.0,10,27,54.72
14692,3/14/20,04:00.0,112,26,94.99
14693,3/14/20,37:00.0,9,1,87.25
14694,3/14/20,39:00.0,141,15,52.89
14695,3/14/20,47:00.0,180,14,115.15
14696,3/14/20,58:00.0,34,17,44.93
14697,3/14/20,00:00.0,131,4,189.34
14698,3/14/20,04:00.0,10,26,0
14699,3/14/20,05:00.0,64,1,101.11
14700,3/14/20,07:00.0,81,14,150.76
14701,3/14/20,08:00.0,151,18,180.88
14702,3/14/20,11:00.0,163,12,134.31
14703,3/14/20,14:00.0,4,16,261.94
14704,3/14/20,16:00.0,150,20,173.25
14705,3/14/20,17:00.0,139,1,71.65
14706,3/14/20,18:00.0,38,18,143.51
14707,3/14/20,19:00.0,91,23,213.53
14708,3/14/20,24:00.0,126,6,98.34
14709,3/14/20,26:00.0,56,28,0
14710,3/14/20,28:00.0,6,7,71.06
14711,3/14/20,29:00.0,80,27,30.53
14712,3/14/20,30:00.0,153,12,0
14713,3/14/20,31:00.0,54,16,51.18
14714,3/14/20,37:00.0,166,19,0
14715,3/14/20,41:00.0,72,28,71.34
14716,3/14/20,44:00.0,134,17,66.93
14717,3/14/20,46:00.0,4,17,0
14718,3/14/20,49:00.0,66,8,156.69
14719,3/14/20,55:00.0,92,26,20.5
14720,3/14/20,57:00.0,20,23,0
14721,3/14/20,00:00.0,14,14,94.43
14722,3/14/20,03:00.0,176,8,0
14723,3/14/20,03:00.0,43,21,47.27
14724,3/14/20,04:00.0,169,12,132.14
14725,3/14/20,08:00.0,70,6,50.3
14726,3/14/20,09:00.0,168,26,0
14727,3/14/20,09:00.0,128,26,72.61
14728,3/14/20,13:00.0,175,16,0
14729,3/14/20,13:00.0,199,9,61.83
14730,3/14/20,14:00.0,189,10,25.81
14731,3/14/20,16:00.0,161,3,34.89
14732,3/14/20,18:00.0,121,22,106.5
14733,3/14/20,19:00.0,191,22,181.65
14734,3/14/20,23:00.0,188,6,105.27
14735,3/14/20,27:00.0,75,9,180.59
14736,3/14/20,31:00.0,89,8,207.3
14737,3/14/20,31:00.0,113,13,42.89
14738,3/14/20,31:00.0,52,22,75.22
14739,3/14/20,33:00.0,152,24,137.37
14740,3/14/20,33:00.0,63,25,100.04
14741,3/14/20,34:00.0,103,22,53.18
14742,3/14/20,35:00.0,173,20,80.42
14743,3/14/20,36:00.0,121,2,107.33
14744,3/14/20,41:00.0,156,15,189.45
14745,3/14/20,46:00.0,41,11,167.25
14746,3/14/20,49:00.0,124,2,78.47
14747,3/14/20,51:00.0,26,17,269.41
14748,3/14/20,54:00.0,113,18,203.46
14749,3/14/20,59:00.0,137,16,146.86
14750,3/14/20,00:00.0,118,13,102.35
14751,3/14/20,01:00.0,125,30,152.56
14752,3/14/20,05:00.0,144,18,116.18
14753,3/14/20,05:00.0,34,22,147.08
14754,3/14/20,11:00.0,160,22,0
14755,3/14/20,19:00.0,117,12,57.74
14756,3/14/20,19:00.0,104,5,123.2
14757,3/14/20,21:00.0,168,19,0
14758,3/14/20,25:00.0,174,9,120.3
14759,3/14/20,26:00.0,148,19,60.38
14760,3/14/20,26:00.0,149,20,56.46
14761,3/14/20,27:00.0,157,16,32.18
14762,3/14/20,27:00.0,20,21,87.96
14763,3/14/20,29:00.0,137,11,93.36
14764,3/14/20,30:00.0,181,27,0
14765,3/14/20,32:00.0,92,4,91.2
14766,3/14/20,35:00.0,107,16,120.26
14767,3/14/20,36:00.0,43,4,0
14768,3/14/20,36:00.0,144,29,47.46
14769,3/14/20,41:00.0,186,20,262.68
14770,3/14/20,42:00.0,92,30,260.24
14771,3/14/20,45:00.0,157,14,59.03
14772,3/14/20,47:00.0,27,1,75.3
14773,3/14/20,50:00.0,178,14,106.92
14774,3/14/20,50:00.0,155,30,76.28
14775,3/14/20,51:00.0,183,2,65.67
14776,3/14/20,52:00.0,200,30,132.77
14777,3/14/20,59:00.0,61,26,0
14778,3/14/20,22:00.0,194,22,58.07
14779,3/14/20,49:00.0,50,23,31.63
14780,3/14/20,54:00.0,131,9,71.3
14781,3/14/20,07:00.0,152,26,134.26
14782,3/14/20,23:00.0,198,15,161.27
14783,3/14/20,32:00.0,108,7,49.04
14784,3/14/20,40:00.0,115,3,0
14785,3/15/20,05:00.0,186,2,97.46
14786,3/15/20,06:00.0,182,21,125.82
14787,3/15/20,09:00.0,160,12,31.07
14788,3/15/20,09:00.0,81,1,66.39
14789,3/15/20,10:00.0,85,30,59.53
14790,3/15/20,12:00.0,74,3,21.26
14791,3/15/20,14:00.0,160,13,42.89
14792,3/15/20,14:00.0,17,12,32.49
14793,3/15/20,16:00.0,151,16,150.43
14794,3/15/20,19:00.0,113,23,36.65
14795,3/15/20,22:00.0,92,30,107.56
14796,3/15/20,24:00.0,189,5,0
14797,3/15/20,25:00.0,118,7,101.6
14798,3/15/20,25:00.0,115,14,129.33
14799,3/15/20,26:00.0,174,4,136.55
14800,3/15/20,30:00.0,200,10,154.76
14801,3/15/20,33:00.0,89,21,228.27
14802,3/15/20,34:00.0,79,8,64.56
14803,3/15/20,41:00.0,125,25,196.9
14804,3/15/20,42:00.0,131,24,73.43
14805,3/15/20,42:00.0,53,12,112.86
14806,3/15/20,43:00.0,158,25,32.13
14807,3/15/20,47:00.0,61,30,149.5
14808,3/15/20,49:00.0,9,13,76.28
14809,3/15/20,51:00.0,193,11,62.16
14810,3/15/20,52:00.0,75,22,75.49
14811,3/15/20,55:00.0,195,1,0
14812,3/15/20,59:00.0,139,13,137.58
14813,3/15/20,00:00.0,35,1,43.22
14814,3/15/20,10:00.0,77,30,68.34
14815,3/15/20,12:00.0,55,1,83.03
14816,3/15/20,16:00.0,61,16,117.81
14817,3/15/20,17:00.0,108,12,0
14818,3/15/20,22:00.0,121,26,104.85
14819,3/15/20,23:00.0,86,21,133.68
14820,3/15/20,28:00.0,129,12,0
14821,3/15/20,31:00.0,8,4,72.86
14822,3/15/20,33:00.0,177,25,69.21
14823,3/15/20,35:00.0,186,10,98.05
14824,3/15/20,36:00.0,24,21,142.85
14825,3/15/20,40:00.0,7,8,89.43
14826,3/15/20,43:00.0,106,9,0
14827,3/15/20,47:00.0,161,16,162.66
14828,3/15/20,48:00.0,82,23,24.81
14829,3/15/20,51:00.0,70,22,150.98
14830,3/15/20,53:00.0,82,12,71.29
14831,3/15/20,53:00.0,193,8,52.02
14832,3/15/20,58:00.0,80,23,56.63
14833,3/15/20,01:00.0,15,9,34.9
14834,3/15/20,02:00.0,23,27,76.58
14835,3/15/20,05:00.0,87,21,90.61
14836,3/15/20,05:00.0,78,16,117.13
14837,3/15/20,07:00.0,6,5,167.71
14838,3/15/20,08:00.0,179,8,139.05
14839,3/15/20,09:00.0,104,27,0
14840,3/15/20,10:00.0,139,25,67.28
14841,3/15/20,14:00.0,180,29,0
14842,3/15/20,16:00.0,184,6,95.5
14843,3/15/20,19:00.0,146,25,58.3
14844,3/15/20,21:00.0,19,30,79.19
14845,3/15/20,26:00.0,183,28,57.34
14846,3/15/20,27:00.0,100,23,93.28
14847,3/15/20,27:00.0,183,22,76.33
14848,3/15/20,29:00.0,85,22,95.14
14849,3/15/20,29:00.0,67,14,59.03
14850,3/15/20,30:00.0,102,18,104.93
14851,3/15/20,33:00.0,89,3,100.8
14852,3/15/20,35:00.0,167,30,48.03
14853,3/15/20,35:00.0,157,6,156.41
14854,3/15/20,36:00.0,114,17,30.39
14855,3/15/20,37:00.0,145,5,57.18
14856,3/15/20,38:00.0,92,28,169.44
14857,3/15/20,38:00.0,172,14,0
14858,3/15/20,46:00.0,165,14,75.33
14859,3/15/20,50:00.0,43,29,23.32
14860,3/15/20,51:00.0,131,27,187.42
14861,3/15/20,52:00.0,108,25,154.73
14862,3/15/20,55:00.0,28,24,106.78
14863,3/15/20,55:00.0,131,27,85.25
14864,3/15/20,56:00.0,145,16,106.71
14865,3/15/20,56:00.0,1,13,79.78
14866,3/15/20,57:00.0,193,27,83.72
14867,3/15/20,59:00.0,114,7,208.98
14868,3/15/20,11:00.0,57,6,84.93
14869,3/15/20,29:00.0,37,21,70.56
14870,3/15/20,45:00.0,85,20,211.97
14871,3/15/20,53:00.0,108,29,80.9
14872,3/15/20,02:00.0,197,10,31.69
14873,3/15/20,15:00.0,119,4,211.99
14874,3/15/20,17:00.0,103,16,70.23
14875,3/15/20,42:00.0,200,23,38.83
14876,3/15/20,50:00.0,161,25,0
14877,3/15/20,22:00.0,28,15,105.78
14878,3/15/20,25:00.0,164,25,75.19
14879,3/15/20,36:00.0,182,15,253.57
14880,3/15/20,45:00.0,48,17,0
14881,3/15/20,15:00.0,194,14,80.61
14882,3/15/20,20:00.0,48,6,136.07
14883,3/15/20,45:00.0,83,19,31.17
14884,3/15/20,46:00.0,159,16,39.19
14885,3/15/20,41:00.0,134,29,62.57
14886,3/15/20,48:00.0,195,12,80.21
14887,3/15/20,02:00.0,122,10,35.61
14888,3/15/20,02:00.0,76,17,0
14889,3/15/20,06:00.0,30,9,49.5
14890,3/15/20,06:00.0,6,2,87.21
14891,3/15/20,07:00.0,74,21,146.98
14892,3/15/20,09:00.0,150,6,39.17
14893,3/15/20,12:00.0,117,18,41
14894,3/15/20,13:00.0,69,26,45.59
14895,3/15/20,13:00.0,70,9,101.28
14896,3/15/20,14:00.0,31,12,91.77
14897,3/15/20,16:00.0,126,8,73.56
14898,3/15/20,17:00.0,102,15,34.14
14899,3/15/20,18:00.0,88,25,32.13
14900,3/15/20,20:00.0,44,21,0
14901,3/15/20,21:00.0,126,7,76.32
14902,3/15/20,22:00.0,28,12,23.07
14903,3/15/20,24:00.0,31,24,84.08
14904,3/15/20,26:00.0,137,6,76.38
14905,3/15/20,27:00.0,178,12,149.86
14906,3/15/20,28:00.0,35,9,175.09
14907,3/15/20,34:00.0,87,7,85.71
14908,3/15/20,36:00.0,160,13,33.5
14909,3/15/20,37:00.0,161,18,0
14910,3/15/20,39:00.0,98,24,95.74
14911,3/15/20,39:00.0,20,8,130.83
14912,3/15/20,41:00.0,151,25,98.07
14913,3/15/20,45:00.0,129,17,91.96
14914,3/15/20,46:00.0,108,25,31.71
14915,3/15/20,50:00.0,165,2,26.12
14916,3/15/20,53:00.0,79,26,130.23
14917,3/15/20,54:00.0,101,6,75.77
14918,3/15/20,54:00.0,59,28,0
14919,3/15/20,57:00.0,150,30,67.9
14920,3/15/20,58:00.0,70,27,123.38
14921,3/15/20,05:00.0,173,11,80.92
14922,3/15/20,08:00.0,43,9,127.92
14923,3/15/20,09:00.0,22,5,91.55
14924,3/15/20,10:00.0,28,16,77.94
14925,3/15/20,14:00.0,83,23,0
14926,3/15/20,15:00.0,7,15,57.71
14927,3/15/20,16:00.0,162,10,263.4
14928,3/15/20,19:00.0,62,17,87.67
14929,3/15/20,21:00.0,10,14,80.62
14930,3/15/20,24:00.0,60,23,117.26
14931,3/15/20,28:00.0,30,5,227.65
14932,3/15/20,28:00.0,80,30,96.68
14933,3/15/20,33:00.0,37,18,140.67
14934,3/15/20,33:00.0,190,26,224.62
14935,3/15/20,34:00.0,27,10,0
14936,3/15/20,36:00.0,85,2,186.39
14937,3/15/20,42:00.0,68,24,183.94
14938,3/15/20,42:00.0,15,4,131.62
14939,3/15/20,44:00.0,44,4,117.02
14940,3/15/20,45:00.0,178,2,156.12
14941,3/15/20,47:00.0,10,20,99.81
14942,3/15/20,49:00.0,195,21,145.62
14943,3/15/20,50:00.0,119,22,154.92
14944,3/15/20,52:00.0,66,13,137.58
14945,3/15/20,00:00.0,52,15,35.57
14946,3/15/20,03:00.0,78,5,57.18
14947,3/15/20,03:00.0,10,29,0
14948,3/15/20,04:00.0,167,1,89.75
14949,3/15/20,07:00.0,177,1,124.59
14950,3/15/20,07:00.0,123,18,80.6
14951,3/15/20,07:00.0,157,19,129.79
14952,3/15/20,09:00.0,127,20,70.33
14953,3/15/20,14:00.0,168,12,26.23
14954,3/15/20,18:00.0,23,17,23.8
14955,3/15/20,19:00.0,43,11,32.87
14956,3/15/20,21:00.0,171,23,36.65
14957,3/15/20,22:00.0,173,7,187.31
14958,3/15/20,23:00.0,47,12,100.51
14959,3/15/20,23:00.0,168,7,75.96
14960,3/15/20,25:00.0,44,16,81.54
14961,3/15/20,27:00.0,3,15,159.36
14962,3/15/20,29:00.0,159,23,0
14963,3/15/20,31:00.0,36,3,46.03
14964,3/15/20,33:00.0,96,2,108.61
14965,3/15/20,34:00.0,33,30,0
14966,3/15/20,34:00.0,114,19,0
14967,3/15/20,36:00.0,26,29,70.78
14968,3/15/20,36:00.0,63,15,36.7
14969,3/15/20,38:00.0,176,30,0
14970,3/15/20,41:00.0,156,8,101.01
14971,3/15/20,41:00.0,181,10,0
14972,3/15/20,43:00.0,19,17,165.23
14973,3/15/20,48:00.0,3,9,135.94
14974,3/15/20,49:00.0,86,2,0
14975,3/15/20,49:00.0,145,10,35.61
14976,3/15/20,52:00.0,144,23,94.04
14977,3/15/20,54:00.0,146,27,152.97
14978,3/15/20,55:00.0,64,2,43.51
14979,3/15/20,55:00.0,187,24,0
14980,3/15/20,57:00.0,22,8,27.16
14981,3/15/20,20:00.0,43,17,92.51
14982,3/15/20,22:00.0,196,10,99.87
14983,3/15/20,26:00.0,58,9,79.68
14984,3/15/20,34:00.0,92,29,58.33
14985,3/15/20,40:00.0,131,14,64.49
14986,3/15/20,49:00.0,13,23,37.24
14987,3/15/20,10:00.0,164,27,183.98
14988,3/15/20,12:00.0,78,3,67.02
14989,3/15/20,18:00.0,8,6,108.34
14990,3/15/20,30:00.0,143,21,136.4
14991,3/15/20,33:00.0,88,2,160.78
14992,3/15/20,37:00.0,191,11,0
14993,3/15/20,39:00.0,129,24,0
14994,3/15/20,44:00.0,6,30,125.33
14995,3/15/20,45:00.0,50,23,37.24
14996,3/15/20,49:00.0,20,3,0
14997,3/15/20,56:00.0,127,18,58.87
14998,3/16/20,10:00.0,54,5,32.18
14999,3/16/20,11:00.0,45,30,0
15000,3/16/20,14:00.0,143,27,134.23
15001,3/16/20,15:00.0,93,24,40.37
15002,3/16/20,18:00.0,109,8,91.81
15003,3/16/20,21:00.0,28,1,191.97
15004,3/16/20,22:00.0,15,1,0
15005,3/16/20,28:00.0,4,30,59.53
15006,3/16/20,31:00.0,100,14,0
15007,3/16/20,33:00.0,168,18,93.05
15008,3/16/20,33:00.0,111,11,230
15009,3/16/20,33:00.0,159,8,63.93
15010,3/16/20,36:00.0,104,28,79.41
15011,3/16/20,37:00.0,143,21,38.73
15012,3/16/20,39:00.0,55,26,87.35
15013,3/16/20,40:00.0,79,26,146.61
15014,3/16/20,43:00.0,96,24,43.71
15015,3/16/20,45:00.0,180,27,54.72
15016,3/16/20,46:00.0,58,4,176.67
15017,3/16/20,47:00.0,75,12,31.51
15018,3/16/20,49:00.0,167,7,106.96
15019,3/16/20,51:00.0,18,18,105.7
15020,3/16/20,52:00.0,8,17,126.99
15021,3/16/20,52:00.0,90,9,125.61
15022,3/16/20,52:00.0,72,22,85.28
15023,3/16/20,55:00.0,83,18,80.24
15024,3/16/20,59:00.0,13,2,106.66
15025,3/16/20,01:00.0,4,10,222.94
15026,3/16/20,02:00.0,125,12,0
15027,3/16/20,03:00.0,176,16,39.19
15028,3/16/20,06:00.0,40,5,95.15
15029,3/16/20,08:00.0,14,10,0
15030,3/16/20,09:00.0,29,6,76.38
15031,3/16/20,09:00.0,86,12,94.34
15032,3/16/20,18:00.0,39,6,126.68
15033,3/16/20,24:00.0,107,14,0
15034,3/16/20,25:00.0,13,17,0
15035,3/16/20,28:00.0,111,12,30.93
15036,3/16/20,29:00.0,110,8,107.85
15037,3/16/20,31:00.0,156,16,0
15038,3/16/20,31:00.0,108,13,90.74
15039,3/16/20,34:00.0,65,15,188.44
15040,3/16/20,34:00.0,38,27,88.76
15041,3/16/20,40:00.0,21,12,123.23
15042,3/16/20,42:00.0,92,27,159.64
15043,3/16/20,45:00.0,120,10,35.61
15044,3/16/20,48:00.0,195,12,68.15
15045,3/16/20,54:00.0,91,13,0
15046,3/16/20,57:00.0,96,16,55.95
15047,3/16/20,00:00.0,110,9,109.42
15048,3/16/20,01:00.0,137,4,71.06
15049,3/16/20,04:00.0,10,24,0
15050,3/16/20,08:00.0,67,14,0
15051,3/16/20,10:00.0,108,19,89.73
15052,3/16/20,12:00.0,197,8,63.93
15053,3/16/20,13:00.0,115,12,21.74
15054,3/16/20,16:00.0,144,25,0
15055,3/16/20,16:00.0,129,28,61.32
15056,3/16/20,18:00.0,104,15,241.07
15057,3/16/20,18:00.0,56,29,30.08
15058,3/16/20,18:00.0,126,1,115
15059,3/16/20,18:00.0,18,13,167.02
15060,3/16/20,19:00.0,62,5,59.82
15061,3/16/20,22:00.0,56,11,90.64
15062,3/16/20,24:00.0,181,8,78.81
15063,3/16/20,25:00.0,80,20,170.66
15064,3/16/20,26:00.0,184,12,91.22
15065,3/16/20,31:00.0,66,12,0
15066,3/16/20,34:00.0,139,22,152.8
15067,3/16/20,37:00.0,59,18,139.47
15068,3/16/20,38:00.0,175,14,91.97
15069,3/16/20,38:00.0,59,29,112.79
15070,3/16/20,39:00.0,60,11,30.12
15071,3/16/20,40:00.0,177,26,126.11
15072,3/16/20,42:00.0,127,17,80.96
15073,3/16/20,45:00.0,51,18,155.42
15074,3/16/20,49:00.0,78,14,0
15075,3/16/20,49:00.0,87,5,120.43
15076,3/16/20,49:00.0,35,23,80.02
15077,3/16/20,50:00.0,77,2,107.84
15078,3/16/20,52:00.0,97,28,97.5
15079,3/16/20,56:00.0,86,5,205.1
15080,3/16/20,57:00.0,199,5,121.7
15081,3/16/20,04:00.0,51,19,0
15082,3/16/20,14:00.0,131,25,139.06
15083,3/16/20,26:00.0,133,23,138.12
15084,3/16/20,43:00.0,103,18,58.87
15085,3/16/20,58:00.0,89,19,31.17
15086,3/16/20,59:00.0,179,14,122.06
15087,3/16/20,14:00.0,153,22,0
15088,3/16/20,45:00.0,160,6,53.75
15089,3/16/20,58:00.0,175,30,273.97
15090,3/16/20,07:00.0,192,17,0
15091,3/16/20,10:00.0,182,19,63.24
15092,3/16/20,32:00.0,114,12,26.23
15093,3/16/20,34:00.0,173,6,68
15094,3/16/20,34:00.0,100,12,126.12
15095,3/16/20,52:00.0,5,24,158.54
15096,3/16/20,02:00.0,171,6,75.77
15097,3/16/20,26:00.0,141,14,81.6
15098,3/16/20,45:00.0,192,24,0
15099,3/16/20,50:00.0,192,28,77.69
15100,3/16/20,57:00.0,193,30,113.9
15101,3/16/20,00:00.0,40,30,106.51
15102,3/16/20,03:00.0,1,22,110.27
15103,3/16/20,14:00.0,142,25,177.15
15104,3/16/20,33:00.0,88,7,143.38
15105,3/16/20,36:00.0,23,17,247.24
15106,3/16/20,37:00.0,68,24,0
15107,3/16/20,52:00.0,124,5,58.71
15108,3/16/20,01:00.0,84,7,67.89
15109,3/16/20,02:00.0,45,24,194.87
15110,3/16/20,07:00.0,192,11,0
15111,3/16/20,12:00.0,57,30,111.44
15112,3/16/20,12:00.0,14,2,116.21
15113,3/16/20,13:00.0,108,23,70.46
15114,3/16/20,14:00.0,161,23,0
15115,3/16/20,15:00.0,150,16,0
15116,3/16/20,15:00.0,158,3,34.91
15117,3/16/20,16:00.0,28,12,120.07
15118,3/16/20,20:00.0,127,10,142.86
15119,3/16/20,24:00.0,136,1,163.56
15120,3/16/20,24:00.0,161,14,112.27
15121,3/16/20,25:00.0,91,11,0
